Nome Arquivo,Quantidade Dados,Ordem Armazenamento,Shell Sort (Trocas),Shell Sort (Comparacoes),Merge Sort (Trocas),Merge Sort (Comparacoes),Quick Sort (Trocas),Quick Sort (Comparacoes),Heap Sort (Trocas),Heap Sort (Comparacoes),Shell Sort (Trocas Relativas),Shell Sort (Comparacoes Relativas),Merge Sort (Trocas Relativas),Merge Sort (Comparacoes Relativas),Quick Sort (Trocas Relativas),Quick Sort (Comparacoes Relativas),Heap Sort (Trocas Relativas),Heap Sort (Comparacoes Relativas)
10k.txt,100,Aleatorio,455,1950,672,3020,212,2767,580,3302,67.708336,59.055119,100.000000,91.459724,31.547619,83.797699,86.309525,100.000000
